cluster_id,age_band,cluster_prop,overall_prop,difference
W085|BA.1.1.15|R0.3|C73,40-44,0.14545454545454545,0.07837014461172495,0.0670844008428205
W085|BA.1.1.15|R0.3|C73,60-64,0.07272727272727272,0.048889920611445384,0.02383735211582734
W085|BA.1.1.15|R0.3|C73,50-54,0.07272727272727272,0.07097294349197315,0.0017543292352995704
W085|BA.1.1.15|R0.3|C73,70-74,0.07272727272727272,0.023960092305887432,0.048767180421385295
W085|BA.1.1.15|R0.3|C73,00-04,0.0,0.021452756883315924,-0.021452756883315924
W085|BA.1.1.15|R0.3|C73,75+,0.0,0.05740912001138223,-0.05740912001138223
W084|BA.1.1.15|R0.3|C52,65-69,0.045714285714285714,0.029372891573031603,0.01634139414125411
W084|BA.1.1.15|R0.3|C52,45-49,0.05714285714285714,0.06799758876454136,-0.010854731621684217
W084|BA.1.1.15|R0.3|C52,20-24,0.05714285714285714,0.0868394219524767,-0.029696564809619554
W084|BA.1.1.15|R0.3|C52,25-29,0.1657142857142857,0.08724254258039636,0.07847174313388934
W084|BA.1.1.15|R0.3|C52,15-19,0.06857142857142857,0.0680949367799523,0.00047649179147626897
W084|BA.1.1.15|R0.3|C52,05-09,0.03428571428571429,0.0543002237756303,-0.02001450948991601
W084|BA.1.1.15|R0.3|C52,35-39,0.12,0.08474519156966187,0.035254808430338125
W084|BA.1.1.15|R0.3|C52,30-34,0.12,0.08833084347063147,0.031669156529368525
W084|BA.1.1.15|R0.3|C52,10-14,0.04,0.06753206556264033,-0.027532065562640325
W084|BA.1.1.15|R0.3|C52,55-59,0.045714285714285714,0.06448931605530865,-0.018775030341022937
W084|BA.1.1.15|R0.3|C52,40-44,0.09714285714285714,0.07837014461172495,0.01877271253113219
W084|BA.1.1.15|R0.3|C52,60-64,0.05142857142857143,0.048889920611445384,0.002538650817126044
W084|BA.1.1.15|R0.3|C52,50-54,0.05142857142857143,0.07097294349197315,-0.019544372063401726
W084|BA.1.1.15|R0.3|C52,70-74,0.017142857142857144,0.023960092305887432,-0.0068172351630302885
W084|BA.1.1.15|R0.3|C52,00-04,0.005714285714285714,0.021452756883315924,-0.01573847116903021
W084|BA.1.1.15|R0.3|C52,75+,0.022857142857142857,0.05740912001138223,-0.03455197715423937
W082|BA.1.1|R0.3|C1197,65-69,0.0,0.029372891573031603,-0.029372891573031603
W082|BA.1.1|R0.3|C1197,45-49,0.0,0.06799758876454136,-0.06799758876454136
W082|BA.1.1|R0.3|C1197,20-24,0.0,0.0868394219524767,-0.0868394219524767
W082|BA.1.1|R0.3|C1197,25-29,0.0,0.08724254258039636,-0.08724254258039636
W082|BA.1.1|R0.3|C1197,15-19,0.0,0.0680949367799523,-0.0680949367799523
W082|BA.1.1|R0.3|C1197,05-09,0.0,0.0543002237756303,-0.0543002237756303
W082|BA.1.1|R0.3|C1197,35-39,0.0,0.08474519156966187,-0.08474519156966187
W082|BA.1.1|R0.3|C1197,30-34,0.0,0.08833084347063147,-0.08833084347063147
W082|BA.1.1|R0.3|C1197,10-14,0.0,0.06753206556264033,-0.06753206556264033
W082|BA.1.1|R0.3|C1197,55-59,0.0,0.06448931605530865,-0.06448931605530865
W082|BA.1.1|R0.3|C1197,40-44,0.0,0.07837014461172495,-0.07837014461172495
W082|BA.1.1|R0.3|C1197,60-64,0.0,0.048889920611445384,-0.048889920611445384
W082|BA.1.1|R0.3|C1197,50-54,0.0,0.07097294349197315,-0.07097294349197315
W082|BA.1.1|R0.3|C1197,70-74,0.0,0.023960092305887432,-0.023960092305887432
W082|BA.1.1|R0.3|C1197,00-04,0.0,0.021452756883315924,-0.021452756883315924
W082|BA.1.1|R0.3|C1197,75+,1.0,0.05740912001138223,0.9425908799886178
W113|BA.5.2|R0.3|C31,65-69,0.0,0.029372891573031603,-0.029372891573031603
W113|BA.5.2|R0.3|C31,45-49,0.0,0.06799758876454136,-0.06799758876454136
W113|BA.5.2|R0.3|C31,20-24,0.0,0.0868394219524767,-0.0868394219524767
W113|BA.5.2|R0.3|C31,25-29,0.0,0.08724254258039636,-0.08724254258039636
W113|BA.5.2|R0.3|C31,15-19,0.0,0.0680949367799523,-0.0680949367799523
W113|BA.5.2|R0.3|C31,05-09,0.0,0.0543002237756303,-0.0543002237756303
W113|BA.5.2|R0.3|C31,35-39,0.0,0.08474519156966187,-0.08474519156966187
W113|BA.5.2|R0.3|C31,30-34,0.0,0.08833084347063147,-0.08833084347063147
W113|BA.5.2|R0.3|C31,10-14,0.0,0.06753206556264033,-0.06753206556264033
W113|BA.5.2|R0.3|C31,55-59,0.0,0.06448931605530865,-0.06448931605530865
W113|BA.5.2|R0.3|C31,40-44,0.0,0.07837014461172495,-0.07837014461172495
W113|BA.5.2|R0.3|C31,60-64,0.0,0.048889920611445384,-0.048889920611445384
W113|BA.5.2|R0.3|C31,50-54,0.0,0.07097294349197315,-0.07097294349197315
